name,speciality,average_score,hospital_name,city,state
"Dr. Traci Hedrick, MD",General Surgery,4,University of Virginia Medical Center,Charlottesville,VA
"Dr. Thao Dang, MD",Oncology,5,Emily Couric Clinical Cancer Center,Charlottesville,VA
"Dr. Charles Friel, MD",Colon & Rectal Surgery,4,University of Virginia Medical Center,Charlottesville,VA
"Dr. Patrick Dillon, MD",Oncology,0,Emily Couric Clinical Cancer Center,Charlottesville,VA
"Dr. Thomas Loughran, MD",Oncology,0,Emily Couric Clinical Cancer Center,Charlottesville,VA
"Dr. B Gail Macik, MD",Oncology,5,Emily Couric Clinical Cancer Center,Charlottesville,VA
"Dr. Adel Kebaish, MD",Critical Care Surgery,4.5,National Ortho Clinic,Falls Church,VA
"Dr. Jessica Partin, MD",Complex General Surgical Oncology,5,Carilion Clinic,Roanoke,VA
"Dr. Carmen Harlan, MD",Child & Adolescent Psychiatry,3,Akron Children's Hospital,Boardman,OH
"Dr. Dale Fruman, MD",Child & Adolescent Psychiatry,4.5,Centerville Clinic,Greensburg,PA
"Dr. John Bober, MD",Child & Adolescent Psychiatry,2.5,Akron Children's Hospital,Akron,OH
"Dr. Nasim Shajihan, MD",Child & Adolescent Psychiatry,0,Staunton Clinic,Bellevue,PA
"Dr. George Leight, MD",General Surgery,0,Duke University Medical Center,Durham,NC
"Dr. Mary Gabriel, MD",Child & Adolescent Psychiatry,3.5,UNIVERSITY HOSPITAL,Cleveland,OH
"Dr. Robert Seward, MD",Psychiatry,4,Tucker Psychiatric Clinic,North Chesterfield,VA
"Dr. John Urbach, MD",Psychiatry,4.5,Outpatient Psychiatric Clinic,Richmond,VA
"Nader Hanna, MB",Complex General Surgical Oncology,4.5,Univ Maryland Med Ctr,Baltimore,MD
"Dr. Fabian Johnston, MD",General Surgery,0,Johns Hopkins Hospital,Baltimore,MD
"Dr. Mary Gillespie, MD",Psychiatry,3,SEWICKLEY VALLEY HOSPITAL,Sewickley,PA
"Dr. Roman Petrov, MD",Thoracic Surgery,5,TEMPLE UNIVERSITY HEALTH SYSTEM,Philadelphia,PA
"Dr. Ronald Backus, MD",Psychiatry,0,Heritage Valley Staunton Clinic,Sewickley,PA
"Dr. Jordan Karp, MD",Geriatric Psychiatry,3.5,UPMC Western Psych Institute and Clinic,Pittsburgh,PA
"Dr. Phillip Dias-Mandoly, MD",Psychiatry,1,Heritage Valley Staunton Clinic,Sewickley,PA
"Dr. Keith Stowell, MD",Geriatric Psychiatry,3.5,UPMC Western Psych Institute and Clinic,Pittsburgh,PA
"Dr. Kenneth Vonderporten, MD",Geriatric Psychiatry,3.5,Associates Clinic,Pittsburgh,PA
"Dr. Ann Zachariah, MD",Geriatric Psychiatry,0,UPMC Western Psych Institute and Clinic,Pittsburgh,PA
"Dr. Brent Harlan, MD",Psychiatry,2.5,Heritage Valley Staunton Clinic,Sewickley,PA
"Dr. Robert Howland, MD",Geriatric Psychiatry,2,UPMC Western Psych Institute and Clinic,Pittsburgh,PA
"Dr. Antonia Bogyi, MD",Psychiatry,5,Youngstown VA Outpatient Clinic,Youngstown,OH
"Dr. Katherine Busby, MD",Geriatric Psychiatry,0,VA Medical Center,Cleveland,OH
"Dr. Zinaida Lebedeva, MD",Geriatric Psychiatry,5,UH Geauga Med Ctr,Chardon,OH
"Dr. Dwight Coleman, MD",Psychiatry,0,Youngstown VA Outpatient Clinic,Youngstown,OH
"Dr. Jeanne Lackamp, MD",Psychosomatic Medicine,0,UNIVERSITY HOSPITAL,Cleveland,OH
"Dr. Robert Segraves, MD",Geriatric Psychiatry,0,METROHEALTH HOSPITAL,Cleveland,OH
"Dr. David Streem, MD",Psychosomatic Medicine,3,Cleveland Clinic,Cleveland,OH
"Dr. Syma Dar, MD",Psychosomatic Medicine,0,CLEVELAND CLINIC,Cleveland,OH
"Dr. Sreedharan Nair, MD",Forensic Psychiatry,0,Beaumont Hospital,Taylor,MI
"Dr. Natalie Wallace, MD",Forensic Psychiatry,0,DETROIT RECEIVING HOSPITAL,Detroit,MI
"Dr. Stephen Ruedrich, MD",Psychiatry,0,METROHEALTH HOSPITAL,Cleveland,OH
"Dr. Mallika Lavakumar, MD",Psychosomatic Medicine,0,METROHEALTH HOSPITAL,Cleveland,OH
"Dr. Jeffrey London, MD",Child & Adolescent Psychiatry,2.5,Birmingham Maple Clinic,Troy,MI
"Dr. Babysarojini Chirumamilla, MD",Geriatric Psychiatry,0,JOHN D DINGELL VA MED CTR,Detroit,MI
"Dr. Davinder Kakar, MD",Child & Adolescent Psychiatry,3,Havenwyck Hospital,Auburn Hills,MI
"Dr. Andrew Mann, MD",Child & Adolescent Psychiatry,0,Havenwyck Hospital,Auburn Hills,MI
"Dr. Ismail Sendi, MD",Child & Adolescent Psychiatry,5,Havenwyck Hospital,Auburn Hills,MI
"Dr. Lisa Seyfried, MD",Psychosomatic Medicine,0,E Medical Center,Ann Arbor,MI
"Dr. Suhail Sheikh, MD",Geriatric Psychiatry,0,Kaiser Permanente Adult Psych,Cupertino,CA
"Dr. Louis Nykamp, MD",Geriatric Psychiatry,0,Zeeland Pine Rest Clinic,Zeeland,MI
"Dr. John Baker III, MD",Addiction Psychiatry,3.5,Sparrow Health System,Lansing,MI
"Dr. Amy Rosinski, MD",Psychosomatic Medicine,2,E Medical Center,Ann Arbor,MI
"Dr. Rhonda Cadena, MD",Emergency Medicine,0,UNIVERSITY HOSPITAL,Cincinnati,OH
"Dr. Dan Nguyen, MD",Psychosomatic Medicine,5,THE CHILDRENS HOSPITAL,Aurora,CO
"Dr. Lisa Fernandez, MD",Addiction Psychiatry,3.5,UNIVERSITY HOSPITAL,Cincinnati,OH
"Dr. Tara Carr, MD",Addiction Psychiatry,1,Cincinnati VA Medical Center,Cincinnati,OH
"Dr. Show Lin, MD",Addiction Psychiatry,0,CINCINNATI VA MEDICAL CENTER,Cincinnati,OH
"Dr. John Vraciu, DO",Addiction Psychiatry,5,UNIVERSITY HOSPITAL,Cincinnati,OH
"Dr. Marvin Miller, MD",Psychiatry,3,Serenity Medical Center,Fishers,IN
"Dr. Frank Covington Jr, MD",Psychiatry,5,Community Hospital,Indianapolis,IN
"Dr. Terri Pellow, MD",Psychiatry,3.5,Child Mental Health Ctr,Indianapolis,IN
"Dr. Hossein Fatemi, MD",Pain Medicine,0,Saribalas Clinic,Columbus,OH
"Dr. Randy Ward, MD",Psychosomatic Medicine,4.5,Saribalas Clinic,Columbus,OH
"Dr. Eric Boss, MD",Psychosomatic Medicine,0,RICHARD L ROUDEBUSH VETERANS AFFAIRS MEDICAL CENTER,Indianapolis,IN
"Dr. Syed Khan, MD",Child & Adolescent Psychiatry,3,Serenity Medical Center,Fishers,IN
"Dr. Kelda Walsh, MD",Child & Adolescent Psychiatry,3,Riley Hospital,Indianapolis,IN
"Dr. Deepti Rao, MD",Child & Adolescent Psychiatry,4,Community Hospital,Indianapolis,IN
"Dr. Jennifer Comer, MD",Child & Adolescent Psychiatry,4.5,Valle Vista Health System,Greenwood,IN
"Dr. Arthur Thalassinos, MD",Geriatric Psychiatry,1,Chillicothe VA Med Ctr,Chillicothe,OH
"Dr. Martin Plawecki, MD",Child & Adolescent Psychiatry,0,Riley Hospital,Indianapolis,IN
"Dr. Leslie Hulvershorn, MD",Child & Adolescent Psychiatry,0,Riley Hospital,Indianapolis,IN
"Dr. Christopher Peters, MD",Child & Adolescent Psychiatry,4.5,Bingham Clinic,Louisville,KY
"Dr. Julianne Giust, MD",Child & Adolescent Psychiatry,0,Riley Hospital,Indianapolis,IN
"Dr. Rebecca Rossom, MD",Geriatric Psychiatry,0,Saribalas Clinic,Columbus,OH
"Dr. Ashley Harmon, MD",Geriatric Psychiatry,0,UNIVERSITY HOSPITAL,Cincinnati,OH
"Dr. Jonathan Bernfeld, MD",Geriatric Psychiatry,0,Good Samaritan Hospital,Cincinnati,OH
"Dr. Rodolfo Ongjoco Jr, MD",Geriatric Psychiatry,2.5,Psychiatric Clinic,Pinehurst,NC
"Dr. Mustafa Husain, MD",Geriatric Psychiatry,0,Duke Clinic,Durham,NC
"Dr. Harold Koenig, MD",Geriatric Psychiatry,0,Geriatric Evaluation and Treatment Clinic,Durham,NC
"Dr. Myleme Harrison, MD",Psychiatry,3,Carter Clinic,Raleigh,NC
"Dr. Michael Volow, MD",Psychiatry,3.5,The Carter Clinic,Fayetteville,NC
"Dr. Dionne Harrison, MD",Psychiatry,3.5,Carter Clinic,Raleigh,NC
"Dr. Mugdha Thakur, MD",Geriatric Psychiatry,0,Duke University Medical Center,Durham,NC
"Dr. Tracey Holsinger, MD",Geriatric Psychiatry,5,VA Medical Center,Durham,NC
"Dr. James Baker, MD",Geriatric Psychiatry,0,Mental Health Center,Denver,CO
"Dr. Haleh Nekoorad-Long, MD",Geriatric Psychiatry,3.5,Colorado Mood Memory Clinic,Longmont,CO
"Dr. Harold Gollberg, MD",Geriatric Psychiatry,0,Bariatric Clinic,Asheville,NC
"Dr. Sajal Bose, MD",Addiction Psychiatry,4.5,Valle Vista Health System,Greenwood,IN
"Dr. Boris Vatel, MD",Psychiatry,0,Evansville State Hospital,Evansville,IN
"Dr. Mark Trubowitz, MD",Geriatric Psychiatry,0,Denver Health Medical Center,Denver,CO
"Dr. Margaret Husk, MD",Addiction Psychiatry,0,Lifespring Health System,Jeffersonville,IN
"Dr. Debra Bolick, MD",Psychiatry,3.5,VETERANS AFFAIRS HICKORY OUTPATIENT CLINIC,Hickory,NC
"Dr. Jessica Warner, MD",Psychiatry,0,Kaiser Permanente Ridgeline Behavioral Health,Highlands Ranch,CO
"Dr. Jayanthi Sarma, MD",Child & Adolescent Psychiatry,3,SARMA BEHAVIORAL HEALTH CLINIC,Springfield,IL
"Dr. Narasimhulu Sarma, MD",Addiction Psychiatry,0,SARMA BEHAVIORAL HEALTH CLINIC,Springfield,IL
"Dr. Mark Rhine, MD",Psychiatry,5,Kaiser Permanente Ridgeline Behavioral Health,Highlands Ranch,CO
"Dr. Jill McCarley, MD",Child & Adolescent Psychiatry,0,Woodridge Hospital,Johnson City,TN
"Dr. Leah Snodgrass, MD",Child & Adolescent Psychiatry,0,Lincoln Memorial University Medical Clinic,Harrogate,TN
"Dr. Stephanie Hall, MD",Child & Adolescent Psychiatry,3,Cherokee Health System,Knoxville,TN
"Dr. Donald Fidler, MD",Psychiatry,0,Prestera Mental Health Center,Huntington,WV
"Dr. Urvi Desai, MD",Sleep Medicine,3,Carolinas Medical Ctr,Charlotte,NC
"Dr. Zaheer Ahmed, MD",Psychiatry,0,KINGS DAUGHTERS MEDICAL CENTER,Ashland,KY
"Dr. Stephen Greenberg, MD",Psychiatry,1,KINGS DAUGHTERS MEDICAL CENTER,Ashland,KY
"Dr. Guhapriya Palaniswamy, MD",Critical Care Medicine,5,Pulmonary Clinic,Gastonia,NC
"Dr. Paul Rashid, MD",Psychiatry,5,THOMAS MEMORIAL HOSPITAL,South Charleston,WV
"Dr. John Fisher, MD",Child & Adolescent Psychiatry,0,Carrboro Community Health Ctr,Carrboro,NC
"Dr. John Prather, MD",Psychiatry,1,Georgia Regional Hospital,Savannah,GA
"Dr. Anup Banerjee, MD",Critical Care Medicine,3,Gastonia Medical Specialty Clinic,Gastonia,NC
"Dr. Tyrone Daniels, MD",Internal Medicine,0,HIMG Reg Med Ctr,Huntington,WV
"Dr. John Looney, MD",Child & Adolescent Psychiatry,0,Duke University Medical Center,Durham,NC
"Dr. Hassan Jafary, MD",Internal Medicine,3.5,Stanaford Medical Clinic,Beckley,WV
"Dr. Bella Zinzuwadia, MD",Internal Medicine,4,BEAVER FAMILY CLINIC,Glen Morgan,WV
"Dr. Scott Christie, MD",Psychiatry,4.5,Charleston Mental Health Center,Charleston,SC
"Dr. Nerissa Price, MD",Child & Adolescent Psychiatry,1,UNIVERSITY OF NORTH CAROLINA STEP COMMUNITY CLINIC,Raleigh,NC
"Dr. Mubashir Qazi, MD",Cardiology,4,Paul B Hall Reg Med Ctr,Paintsville,KY
"Dr. Luis Betancourt, MD",Child & Adolescent Psychiatry,0,Psychosocial Treament Clinic,Durham,NC
"Dr. William Powers, DO",Pulmonology,2.5,Stanaford Medical Clinic,Beckley,WV
"Dr. Ramzi Haddadin, MD",Pulmonology,4.5,Raleigh Lung Clinic,Beckley,WV
"Dr. Maria Boustani, MD",Pulmonology,2.5,Pulmonary Clinic,Beckley,WV
"Dr. Erica Arrington, MD",Child & Adolescent Psychiatry,1,UNIVERSITY OF NORTH CAROLINA STEP COMMUNITY CLINIC,Raleigh,NC
"Dr. Richard Ansinelli, MD",Cardiology,3.5,Paul B Hall Reg Med Ctr,Paintsville,KY
"Dr. Rachel Dew, MD",Child & Adolescent Psychiatry,0,Duke ADHD Clinic,Durham,NC
"Dr. Joseph Zealberg, MD",Psychiatry,4,Charleston VA Med Ctr,Charleston,SC
"Dr. Tara Wright, MD",Addiction Psychiatry,0,Charleston VA Med Ctr,Charleston,SC
"Dr. Karen Hartwell, MD",Addiction Psychiatry,0,Charleston VA Med Ctr,Charleston,SC
"Dr. Frank Biscardi, MD",Pulmonology,0,Carilion Clinic,Lexington,VA
"Dr. Joseph Coll III, MD",Psychiatry,0,Charleston VA Med Ctr,Charleston,SC
"Dr. Tushar Shah, MD",Cardiology,5,HIGHLANDS REGIONAL MEDICAL CENTER,Prestonsburg,KY
"Dr. Kimberly Bowers, MD",Psychiatry,3.5,Charleston VA Med Ctr,Charleston,SC
"Dr. Thopsie Jagannath, MD",Internal Medicine,5,Kanawha Medical Center,Charleston,WV
"Dr. Marla Wald, MD",Child & Adolescent Psychiatry,5,Duke Clinic,Durham,NC
"Dr. Richard D'Alli, MD",Child & Adolescent Psychiatry,4,Duke University Medical Center,Durham,NC
"Dr. April Baisden, MD",Internal Medicine,4.5,Highland Hospital,Charleston,WV
"Dr. Ann Taylor, MD",Child & Adolescent Psychiatry,0,Charleston Mental Health Center,Charleston,SC
"Dr. David Ahlberg, MD",Psychiatry,3.5,Jacksonville Childrens and Multispecialty Clinic,Jacksonville,NC
"Dr. Marsha Salisbury, MD",Child & Adolescent Psychiatry,0,Charleston Mental Health Center,Charleston,SC
"Dr. Dayna Lobraico, MD",Psychiatry,5,NAVAL HOSPITAL,Camp Lejeune,NC
"Dr. Christopher Nelson, MD",Psychiatry,5,NAVAL HOSPITAL,Camp Lejeune,NC
"Dr. Elizabeth Yoder, DO",Psychiatry,0,NAVAL HOSPITAL,Camp Lejeune,NC
"Dr. Evan Altman, DO",Psychiatry,5,NAVY HOSPITAL,Camp Lejeune,NC
"Dr. Philip Goldberg, MD",Psychiatry,0,NAVAL HOSPITAL,Camp Lejeune,NC
"Dr. Raquel Williams, MD",Psychiatry,3,NAVAL HOSPITAL,Camp Lejeune,NC
"Dr. Sawsan Ghurani, MD",Psychiatry,0,Naval Hospital,Camp Lejeune,NC
"Dr. Leslie Frinks, MD",Psychiatry,5,Neurology Clinic,Columbia,SC
"Dr. William Shamblin Jr, MD",Child & Adolescent Psychiatry,5,Broughton Hospital,Morganton,NC
"Dr. Anita Khetpal, MD",Child & Adolescent Psychiatry,3,Thomson Student Health Center,Columbia,SC
"Dr. Philip Schmitt, MD",Child & Adolescent Psychiatry,0,Broughton Hospital,Morganton,NC
"Dr. Frank Miller, MD",Child & Adolescent Psychiatry,0,Broughton Hospital,Morganton,NC
"Dr. Linda Northam, MD",Child & Adolescent Psychiatry,0,Broughton Hospital,Morganton,NC
"Dr. Eric Breiter, MD",Child & Adolescent Psychiatry,0,Broughton Hospital,Morganton,NC
"Dr. James Claytor, MD",Psychiatry,2.5,Columbia Area Mental Health Ctr,Columbia,SC
"Dr. Naresh Emmanuel, MD",Psychiatry,2.5,CAROLINA CLINIC,Columbia,SC
"Dr. James Bumgartner, MD",Neurology,3,Carolina Neurological Clinic,Charleston,SC
"Dr. John Matthews, MD",Child & Adolescent Psychiatry,5,Johnston County Mental Health Center,Smithfield,NC
"Dr. David Bierman, MD",Child & Adolescent Psychiatry,0,NAVAL HOSPITAL,Camp Lejeune,NC
"Dr. Martha McKnight, MD",Child & Adolescent Psychiatry,0,Tri-County Community Health Center,Charlotte,NC
"Dr. Thomas Dukes III, MD",Neurology,1,Carolina Neurological Clinic,Charleston,SC
"Dr. Charles Jervey, MD",Neurology,2.5,Carolina Neurological Clinic,Charleston,SC
"Dr. Edward Goldenberg, MD",Psychiatry,2.5,Balance Health System,Norfolk,VA
"Dr. Lowell Kallen, MD",Child & Adolescent Psychiatry,0,NAVAL MEDICAL CENTER,Portsmouth,VA
"Dr. Deborah Steinberg, MD",Child & Adolescent Psychiatry,4.5,Pacific Neurobehavioral Clinic,San Diego,CA
"Dr. Baljit Gill, MD",Adult Psychiatry,1.5,Hampton VA Medical Center,Hampton,VA
"Dr. Armin Ansari, MD",Psychiatry,1,Hampton VA Medical Center,Hampton,VA
"Dr. Belina Alfonso, MD",Psychiatry,0,Hampton VA Medical Center,Hampton,VA
"Dr. Edward Bez, DO",Psychiatry,2.5,FMRS Health System,Beckley,WV
"Dr. Safiullah Syed, MD",Psychiatry,3,FMRS Health System,Beckley,WV
"Dr. Mohammad Hasan, MD",Psychiatry,3.5,FMRS Health System,Beckley,WV
"Dr. Nena Laguerta, MD",Psychiatry,5,Hampton VA Medical Center,Hampton,VA
"Dr. Priscilla Hankins, MD",Psychiatry,0,Hampton VA Medical Center,Hampton,VA
"Dr. Mustafa Kathawala, MD",Gastroenterology,3.5,Mid Dakota Clinic,Bismarck,ND
"Dr. Syed Zaidi, MD",Gastroenterology,0,Mid Dakota Clinic,Bismarck,ND
"Dr. Kevin Karls, MD",Gastroenterology,4,Mid Dakota Clinic,Bismarck,ND
"Dr. Alaaeldin Mahmoud, MD",Addiction Psychiatry,0,Hampton VA Medical Center,Hampton,VA
"Dr. Roopam Sood-Khandpur, MD",Addiction Psychiatry,1,VA Medical Center,Hampton,VA
"Dr. Benjamin Lebwohl, MD",Gastroenterology,5,Columbia University Medical Center,New York,NY
"Dr. Maninder Singh, MD",Addiction Psychiatry,5,Hampton VA Medical Center,Hampton,VA
"Dr. Martha Guyon, MD",Psychiatry,0,VETERANS AFFAIRS MEDICAL CTR,Hampton,VA
"Dr. Thomas Murphy Jr, MD",Critical Care Medicine,5,Gastonia Medical Specialty Clinic,Gastonia,NC
"Dr. Lorna Dove, MD",Transplant Hepatology,5,Columbia University Medical Center,New York,NY
"Dr. Tamas Gonda, MD",Gastroenterology,5,Columbia University Medical Center,New York,NY
"Dr. David Markowitz, MD",Gastroenterology,4.5,Columbia University Medical Center,New York,NY
"Dr. Walter Bland, MD",Geriatric Psychiatry,5,Howard University Hospital,Washington,DC
"Dr. Arthur Magun, MD",Gastroenterology,5,Columbia University Medical Center,New York,NY
"Dr. Charles Lightdale, MD",Gastroenterology,5,Columbia University Medical Center,New York,NY
"Dr. Joseph Annibali, MD",Geriatric Psychiatry,3.5,Amen Clinic,Reston,VA
"Dr. Amrita Sethi, MD",Gastroenterology,2.5,Columbia University Medical Center,New York,NY
"Dr. Suneeta Krishnareddy, MD",Gastroenterology,5,Columbia University Medical Center,New York,NY
"Dr. Ellen Heyneman, MD",Child & Adolescent Psychiatry,0,Children's Hospital,San Diego,CA
"Dr. Fay Kastrinos, MD",Gastroenterology,3,Columbia University Medical Center,New York,NY
"Dr. Richard Rosenberg, MD",Gastroenterology,5,Columbia University Medical Center,New York,NY
"Dr. Francis Gress, MD",Gastroenterology,5,Columbia University Medical Center,New York,NY
"Dr. Brett Johnson, MD",Child & Adolescent Psychiatry,1,Children's Hospital,San Diego,CA
"Dr. Kambiz Soleymani, MD",Psychiatry,5,Prestera Mental Health Center,Huntington,WV
"Dr. Sandra Sexson, MD",Child & Adolescent Psychiatry,5,Augusta University Medical Center,Augusta,GA
"Dr. Tamela Gilbert, MD",Child & Adolescent Psychiatry,2.5,Ridge Behavioral Health System,Lexington,KY
"Dr. Enid Kurtz, MD",Psychiatry,3.5,Prestera Mental Health Center,Huntington,WV
"Dr. Robert Blackwood, MD",Child & Adolescent Psychiatry,0,Aiken VA Comm Based OP Clinic,Augusta,GA
"Dr. Danielle Suykerbuyk, DO",Child & Adolescent Psychiatry,5,Aiken VA Comm Based OP Clinic,Augusta,GA
"Dr. Jagdish Shah, MD",Psychiatry,2,Catawba Mental Health Center,Rock Hill,SC
"Dr. Andre Fernandez, MD",Child & Adolescent Psychiatry,3,Ridge Behavioral Health System,Lexington,KY
"Dr. Christie Williamson, MD",Psychiatry,2.5,Catawba Mental Health Center,Rock Hill,SC
"Dr. Michael Rieser, MD",Child & Adolescent Psychiatry,3.5,Ridge Behavioral Health System,Lexington,KY
"Dr. Laurie Humphries, MD",Child & Adolescent Psychiatry,0,CENTER ON TRAUMA AND CHILDREN CLINIC,Lexington,KY
"Dr. Edward Hayes, MD",Oncology,4.5,Cure Point Cancer Center,Dublin,GA
"Dr. Mohabubur Rahman, MD",Internal Medicine,0,Macon Medical Clinic,Macon,GA
"Dr. Cristita Lim, MD",Pediatrics,0,GATEWAY BEHAVIORAL HEALTH CLINIC,Brunswick,GA
"Dr. Jed Howington, MD",Radiation Oncology,4,Doctors Hospital,Augusta,GA
"Dr. Jerry Howington, MD",Radiation Oncology,5,Doctors Hospital,Augusta,GA
"Dr. Byron Dasher, MD",Radiation Oncology,5,Doctors Hospital,Augusta,GA
"Dr. John Barrett, MD",Radiation Oncology,5,Augusta University Medical Center,Augusta,GA
"Dr. Fengming Kong, MD",Radiation Oncology,5,Georgia Cancer Center,Augusta,GA
"Dr. Angelo Giannini, MD",Psychiatry,5,COMMUNITY MENTAL HEALTH CENTER,Dublin,GA
"Dr. David Nichols Jr, MD",Psychiatry,0,ATHENS VETERANS AFFAIRS CLINIC,Athens,GA
"Dr. Fengming Kong, MD",Radiation Oncology,5,Georgia Cancer Center,Augusta,GA
"Dr. Waleed Mourad, MD",Radiation Oncology,5,Augusta University Medical Center,Augusta,GA
"Dr. John Barrett, MD",Radiation Oncology,5,Augusta University Medical Center,Augusta,GA
"Dr. Karen Turner, DO",Family Medicine,4,Turner Physician Clinic,Savannah,GA
"Dr. Larry Smith, MD",Pediatrics,3,South Georgia Allergy Clinic,Brunswick,GA
"Dr. John Beavers, MD",Pediatrics,2.5,BM Wellness Clinic,Oklahoma City,OK
"Dr. Lance Hardison, DPM",Podiatric Surgery,3.5,Meridian Family Foot and Ankle Clinic,Oklahoma City,OK
"Dr. Elber Camacho, MD",Hematology,3.5,Comprehensive Cancer Center,Palm Springs,CA
"Dr. Jiyon Choi, MD",Hematology,5,Kaiser Permanente,Palm Desert,CA
"Dr. Raul Mena, MD",Hematology,5,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Burbank,CA
"Dr. Jorge Pelaez, MD",Psychiatry,4,Medical Center Clinic,Pensacola,FL
"Dr. Edwin Jacobs, MD",Hematology,4,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Burbank,CA
"Dr. Cris Jagar, MD",Psychiatry,4.5,Anchor Clinic,Pensacola,FL
"Dr. W Leuschke, MD",Sleep Medicine,4,Baptist Health Neurology Clinic,Montgomery,AL
"Dr. William Lievens, MD",Psychiatry,2.5,Baptist Health Neurology Clinic,Montgomery,AL
"Dr. Michael Conrad, MD",Psychiatry,4,East Hill Clinic,Pensacola,FL
"Dr. Bruce Miewald, MD",Mental Health,2,Kootenai Clinic,Coeur D Alene,ID
"Dr. Reinaldo Verson, MD",Neurology,3,Columbus Clinic,Columbus,GA
"Dr. Laura Ferguson, MD",Addiction Psychiatry,0,SACRED HEART MEDICAL CENTER,Spokane,WA
"Dr. Richard Dreize, MD",Psychiatry,0,Behavioral Health Center,Vero Beach,FL
"Dr. Justin Garrett, DO",Mental Health,0,Kootenai Clinic,Coeur D Alene,ID
"Dr. William Forsyth, MD",Mental Health,4,Kootenai Clinic,Coeur D Alene,ID
"Dr. Michael Whiting, MD",Family Medicine,3,Drine Comm Hlth Rathdrum Clinic,Rathdrum,ID
"Dr. Stephen Suggs, MD",Vascular Neurology,1,Baptist Health Neurology Clinic,Montgomery,AL
"Dr. James Kirby, MD",Mental Health,3.5,Kootenai Clinic,Coeur D Alene,ID
"Dr. Philip Henry, DO",Family Medicine,4,Deer Park Family Care Clinic,Deer Park,WA
"Dr. Hiba Haider, MD",Epilepsy,5,THE EMORY CLINIC,Atlanta,GA
"Dr. Archana Koganti, MD",Vascular Neurology,3.5,Harbin Clinic,Cartersville,GA
"Dr. Pankajavalli Ramakrishnan, MD",Vascular Neurology,0,EMORY UNIVERSITY HOSPITAL,Atlanta,GA
"Dr. Ellis Hedaya, MD",Clinical Neurophysiology,3,Peachtree Neurological Clinic,Atlanta,GA
"Dr. Jonathan Glass, MD",Clinical Neurophysiology,3,Emory ALS Clinic,Atlanta,GA
"Dr. Philip Henry, DO",Family Medicine,4,Deer Park Family Care Clinic,Deer Park,WA
"Dr. Kathryn Hall, MD",Psychiatry,0,Swedish Hospital,Edmonds,WA
"Dr. Edgar Figueroa, MD",Family Medicine,3,Deer Park Family Care Clinic,Deer Park,WA
"Dr. Ehi Osehobo, MD",Internal Medicine,4,Grace Medical Clinic,Griffin,GA
"Dr. Herbert Orenstein, MD",Psychiatry,5,Seattle Bipolar Clinic,Seattle,WA
"Dr. Edward McDonald, MD",Neurology,2,Frank McDonald Neurology at The Longstreet Clinic,Gainesville,GA
"Dr. Brice Choi, MD",Neurology,3,Spine Clinic,Stockbridge,GA
"Dr. J Mark McKinney, MD",Vascular & Interventional Radiology,0,University Tennesee Medical Center,Knoxville,TN
"Dr. Eugene Lafranchise, MD",Vascular Neurology,2.5,St. Thomas West Hospital,Nashville,TN
"Dr. Michael Froehler, MD",Vascular Neurology,5,Monroe Carell Jr. Children's Hospital,Nashville,TN
